name,score
FTR33__time_reversal_asymmetry_statistic__lag_3,33
"FTR33__fft_coefficient__coeff_17__attr_""real""",33
FTR32_min_y,33
FTR17_min_x,33
FTR23_kurt,33
FTR2_std_x,33
FTR21_kurt2_x,32
FTR0_max_y,32
FTR38_kurt2_y,32
FTR8_std,32
FTR34_mean,32
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_10__attr_""stderr""",32
"FTR33__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""",32
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""rvalue""",32
FTR41_kurt2_y,32
FTR44_max_x,32
FTR23_max_y,32
FTR29_max_x,32
"FTR33__fft_coefficient__coeff_16__attr_""real""",32
FTR38_max,32
"FTR33__fft_coefficient__coeff_8__attr_""abs""",32
FTR30_std_y,32
"FTR33__fft_coefficient__coeff_11__attr_""abs""",31
FTR35_min_y,31
weekday_4,31
FTR8_std_x,31
FTR33__index_mass_quantile__q_0.6,31
FTR33__index_mass_quantile__q_0.8,31
FTR50_kurt,31
FTR32_min,31
"FTR33__fft_coefficient__coeff_16__attr_""angle""",31
FTR33_kurt2_y,31
FTR30_mean_y,31
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",31
"FTR33__fft_coefficient__coeff_14__attr_""imag""",31
FTR41_min_x,31
FTR41_skew_x,31
FTR43_mean,31
"FTR33__fft_coefficient__coeff_13__attr_""imag""",31
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",31
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20",31
FTR47_std_x,31
FTR47_std_y,31
FTR32_max_x,31
FTR36_std_y,30
FTR10_kurt,30
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20",30
FTR21_mean_y,30
FTR16_mean,30
FTR33_mean_x,30
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10",30
FTR33__quantile__q_0.2,30
FTR21_sum,30
FTR14_kurt2_y,30
"FTR33__linear_trend__attr_""rvalue""",30
FTR44_max_y,30
FTR16_sum,30
FTR33__percentage_of_reoccurring_values_to_all_values,30
FTR32_mean_y,30
weekday_5,30
FTR48_min_x,29
day_max,29
FTR29_kurt2_y,29
FTR18_min_x,29
"FTR33__fft_coefficient__coeff_19__attr_""imag""",29
FTR29_skew,29
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",29
FTR33_kurt,29
FTR30_min_y,29
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""slope""",29
FTR8_max_x,29
FTR29_mean_x,29
FTR47_max_y,29
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",29
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5",29
FTR23_mean,29
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",28
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",28
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_10__attr_""slope""",28
FTR32_sum,28
FTR5_max_x,28
"FTR33__fft_coefficient__coeff_22__attr_""real""",28
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5",28
FTR33_std_x,28
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_20",28
FTR47_mean_y,28
FTR42_min,28
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_5",28
FTR17_max,28
FTR36_skew_x,28
"FTR33__fft_coefficient__coeff_15__attr_""angle""",28
FTR51_len_max,28
FTR14_kurt2_x,27
"FTR33__fft_coefficient__coeff_25__attr_""angle""",27
"FTR33__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr""",27
FTR14_std_y,27
week_max,27
FTR10_mean_y,27
FTR5_max_y,27
FTR48_min_y,27
weekday_2,27
FTR14_max_y,27
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",27
"FTR33__fft_coefficient__coeff_12__attr_""abs""",27
FTR10_std_x,27
FTR42_min_y,27
FTR30_max_y,26
"FTR33__fft_coefficient__coeff_14__attr_""abs""",26
FTR47_kurt2_x,26
FTR36_mean_y,26
FTR28_std_y,26
FTR16_std_y,26
FTR28_mean_x,26
FTR41_std_y,26
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5",26
"FTR33__fft_coefficient__coeff_18__attr_""angle""",26
FTR36_mean_x,26
FTR34_min_y,26
"FTR33__fft_coefficient__coeff_16__attr_""imag""",26
FTR38_std_y,26
FTR0_sum,26
"FTR33__fft_coefficient__coeff_35__attr_""angle""",26
FTR2_mean_x,25
FTR18_max,25
FTR38_std_x,25
FTR32_max,25
FTR16_min,25
FTR41_mean_y,25
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",25
FTR47_max_x,25
FTR12_mean_y,25
FTR43_std_y,25
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""slope""",25
FTR29_skew_y,25
FTR38_kurt,25
FTR8_kurt,25
FTR17_min,25
FTR28_max_y,25
"FTR33__augmented_dickey_fuller__attr_""usedlag""",25
FTR28_mean,25
FTR28_mean_y,25
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5",25
FTR33_max_x,25
FTR44_sum,25
month_7,25
"FTR33__fft_coefficient__coeff_21__attr_""real""",24
FTR35_min,24
FTR12_skew_x,24
FTR10_mean,24
FTR33__mean_change,24
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20",24
FTR33__ratio_beyond_r_sigma__r_3,24
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20",24
PERSONID_count,24
"FTR33__fft_coefficient__coeff_13__attr_""abs""",24
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10",24
FTR42_mean,24
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10",24
FTR28_skew_x,24
FTR18_mean,24
"FTR33__fft_coefficient__coeff_17__attr_""imag""",24
FTR50_skew_x,24
"FTR33__augmented_dickey_fuller__attr_""teststat""",24
"FTR33__linear_trend__attr_""slope""",24
FTR41_std_x,24
FTR18_max_y,24
FTR23_max,24
FTR36_max_y,24
"FTR33__fft_coefficient__coeff_23__attr_""real""",23
"FTR33__fft_coefficient__coeff_17__attr_""angle""",23
FTR34_min_x,23
FTR48_sum,23
"FTR33__fft_coefficient__coeff_19__attr_""real""",23
FTR21_max_x,23
FTR38_skew,23
FTR33_skew_x,23
"FTR33__fft_coefficient__coeff_15__attr_""imag""",23
FTR28_max,23
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",23
FTR38_max_x,23
FTR33__partial_autocorrelation__lag_1,23
FTR8_kurt2_x,23
"FTR33__fft_coefficient__coeff_25__attr_""imag""",23
FTR47_std,23
FTR47_mean,23
FTR12_kurt,23
FTR0_min,22
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10",22
"FTR33__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""slope""",22
FTR14_std,22
FTR12_max_x,22
FTR14_skew,22
FTR33__c3__lag_1,22
FTR14_kurt,22
month_8,22
FTR21_std_x,22
FTR36_kurt,22
FTR32_max_y,22
FTR21_skew,22
FTR35_sum,22
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20",22
FTR42_max_y,21
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",21
A0B0C6E0D0_count,21
FTR18_sum,21
FTR12_std_y,21
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_5__attr_""intercept""",21
FTR47_min,21
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",21
"FTR33__fft_coefficient__coeff_20__attr_""imag""",21
FTR50_std_x,21
FTR33__number_cwt_peaks__n_1,21
FTR29_mean,21
FTR38_std,21
FTR14_skew_x,21
FTR29_max,21
FTR21_skew_x,21
FTR10_max,21
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5",21
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",21
FTR33_std_y,20
FTR38_skew_y,20
FTR2_mean,20
FTR28_std_x,20
FTR2_kurt2_y,20
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""slope""",20
FTR29_kurt,20
month_1,20
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20",20
"FTR33__fft_coefficient__coeff_21__attr_""angle""",20
"FTR33__fft_coefficient__coeff_25__attr_""real""",20
FTR41_mean_x,20
FTR33__friedrich_coefficients__m_3__r_30__coeff_1,20
FTR33__sum_values,20
FTR14_std_x,19
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10",19
"FTR33__fft_coefficient__coeff_15__attr_""abs""",19
FTR29_max_y,19
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",19
FTR21_kurt2_y,19
FTR30_std_x,19
FTR10_std,19
FTR43_min_y,19
FTR33__max_langevin_fixed_point__m_3__r_30,19
"FTR33__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""slope""",19
FTR27_skew_x,19
FTR10_max_y,19
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",19
FTR17_min_y,19
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10",18
FTR48_min,18
"FTR33__fft_coefficient__coeff_16__attr_""abs""",18
"FTR33__fft_coefficient__coeff_18__attr_""real""",18
FTR47_kurt,18
FTR42_min_x,18
"FTR33__fft_coefficient__coeff_20__attr_""angle""",18
FTR33_mean_y,18
FTR33__cid_ce__normalize_False,18
"FTR33__fft_coefficient__coeff_24__attr_""abs""",18
month_4,18
FTR10_skew_y,18
"FTR33__fft_coefficient__coeff_27__attr_""imag""",18
FTR16_max_y,18
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_10__attr_""intercept""",18
FTR8_skew_y,18
FTR14_skew_y,18
FTR33__cid_ce__normalize_True,18
"FTR33__fft_coefficient__coeff_24__attr_""real""",18
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""",18
FTR33__kurtosis,17
FTR12_std,17
FTR16_max_x,17
FTR50_max,17
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",17
"FTR33__fft_coefficient__coeff_23__attr_""angle""",17
FTR28_max_x,17
FTR47_min_y,17
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""",17
FTR12_skew,17
FTR12_kurt2_x,17
"FTR33__fft_coefficient__coeff_27__attr_""abs""",17
FTR44_min_y,17
FTR21_mean,17
FTR44_min,17
"FTR33__fft_coefficient__coeff_17__attr_""abs""",17
FTR12_max,16
"FTR33__fft_aggregated__aggtype_""variance""",16
FTR23_sum,16
FTR33__friedrich_coefficients__m_3__r_30__coeff_0,16
FTR21_max,16
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10",16
FTR36_min_x,16
"FTR33__fft_coefficient__coeff_19__attr_""abs""",16
FTR8_skew_x,16
"FTR33__fft_coefficient__coeff_22__attr_""angle""",16
"FTR33__fft_coefficient__coeff_24__attr_""imag""",16
FTR12_skew_y,16
FTR50_mean,16
"FTR33__fft_coefficient__coeff_30__attr_""angle""",16
"FTR33__fft_coefficient__coeff_28__attr_""imag""",16
FTR21_std_y,16
FTR21_skew_y,16
FTR2_max_y,15
FTR33__skewness,15
FTR12_max_y,15
"FTR33__fft_coefficient__coeff_30__attr_""real""",15
FTR33__maximum,15
"FTR33__fft_coefficient__coeff_23__attr_""imag""",15
FTR33__standard_deviation,15
FTR50_max_y,15
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""intercept""",15
"FTR33__fft_coefficient__coeff_29__attr_""real""",15
FTR33_min_x,15
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20",15
FTR33__minimum,14
"FTR33__fft_coefficient__coeff_26__attr_""abs""",14
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""",14
FTR7_kurt2_y,14
FTR28_min_x,14
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",14
FTR50_mean_y,14
"A0B0C0E0D0,A0B0C2E1D1_count",14
FTR16_min_y,14
"FTR33__fft_coefficient__coeff_21__attr_""imag""",14
"FTR33__fft_coefficient__coeff_22__attr_""abs""",14
FTR41_max_x,14
"FTR33__fft_coefficient__coeff_31__attr_""imag""",13
FTR21_std,13
"FTR33__fft_coefficient__coeff_21__attr_""abs""",13
FTR2_skew,13
FTR2_std_y,13
"FTR33__fft_coefficient__coeff_29__attr_""angle""",13
"FTR33__fft_coefficient__coeff_22__attr_""imag""",13
"FTR33__fft_coefficient__coeff_23__attr_""abs""",13
"FTR33__fft_coefficient__coeff_26__attr_""angle""",13
FTR47_skew,12
FTR2_kurt2_x,12
A0B0C14E0D0_count,12
"A0B0C0E0D0,A0B0C10E5D3_count",12
FTR47_kurt2_y,12
FTR33__friedrich_coefficients__m_3__r_30__coeff_2,12
FTR21_max_y,12
"FTR33__fft_coefficient__coeff_26__attr_""imag""",12
"FTR33__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10",12
"FTR33__fft_coefficient__coeff_26__attr_""real""",12
FTR2_std,11
"FTR33__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""intercept""",11
FTR34_max,11
"FTR33__fft_coefficient__coeff_29__attr_""abs""",11
FTR33__length,11
"A7B25C10E5D3,A7B25C0E0D0_count",11
FTR33__number_peaks__n_1,11
"FTR33__fft_coefficient__coeff_28__attr_""real""",10
FTR2_skew_x,10
"FTR33__fft_coefficient__coeff_33__attr_""imag""",10
"FTR33__fft_coefficient__coeff_28__attr_""abs""",10
month_3,10
FTR35_min_x,10
FTR50_std_y,10
FTR2_max,10
"FTR33__fft_coefficient__coeff_31__attr_""abs""",10
FTR27_kurt,10
FTR20_kurt,10
"FTR33__fft_coefficient__coeff_20__attr_""abs""",10
FTR7_skew_y,10
FTR33__longest_strike_above_mean,9
"FTR33__fft_coefficient__coeff_27__attr_""real""",9
FTR50_std,9
"FTR33__fft_coefficient__coeff_28__attr_""angle""",9
"FTR33__fft_coefficient__coeff_32__attr_""abs""",9
week_min,9
"FTR33__fft_coefficient__coeff_29__attr_""imag""",9
month_5,9
FTR33__friedrich_coefficients__m_3__r_30__coeff_3,9
"A0B0C10E5D3,A0B0C0E0D0_count",9
FTR10_max_x,9
FTR45_kurt,8
"FTR33__fft_coefficient__coeff_25__attr_""abs""",8
FTR2_skew_y,7
FTR40_skew,7
FTR7_kurt2_x,7
FTR39_kurt2_x,7
"FTR33__fft_coefficient__coeff_27__attr_""angle""",7
FTR27_max,7
FTR39_skew_y,7
FTR27_std,7
A0B0C1E0D0_count,7
"FTR33__fft_coefficient__coeff_32__attr_""angle""",7
FTR33__number_peaks__n_3,7
FTR27_kurt2_y,7
FTR27_sum,6
FTR31_skew_y,6
FTR45_kurt2_x,6
"FTR33__fft_coefficient__coeff_37__attr_""real""",6
FTR47_skew_y,6
FTR33__variance,6
"FTR33__fft_coefficient__coeff_30__attr_""abs""",6
FTR47_skew_x,6
"FTR33__fft_coefficient__coeff_32__attr_""imag""",6
A0B0C11E0D0_count,6
FTR7_kurt,6
"FTR33__fft_coefficient__coeff_34__attr_""angle""",6
"FTR33__fft_coefficient__coeff_32__attr_""real""",5
FTR20_max,5
FTR40_kurt,5
"FTR33__fft_coefficient__coeff_34__attr_""real""",5
"FTR33__fft_coefficient__coeff_35__attr_""real""",5
"A0B0C2E4D1,A0B0C0E0D0_count",5
A0B0C9E0D0_count,5
FTR40_max_x,5
FTR27_skew_y,5
"FTR33__fft_coefficient__coeff_24__attr_""angle""",5
"FTR33__fft_coefficient__coeff_33__attr_""real""",5
FTR45_mean_x,5
FTR27_mean_x,5
FTR33__mean_abs_change,5
"FTR33__fft_coefficient__coeff_38__attr_""abs""",5
FTR39_skew,5
FTR45_skew,5
"FTR33__fft_coefficient__coeff_44__attr_""abs""",5
"FTR33__fft_coefficient__coeff_38__attr_""imag""",4
FTR7_skew,4
"FTR33__fft_coefficient__coeff_31__attr_""angle""",4
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""rvalue""",4
FTR39_max,4
FTR45_std,4
"FTR33__fft_coefficient__coeff_39__attr_""imag""",4
FTR39_kurt2_y,4
FTR31_kurt,4
FTR45_mean,4
"A0B0C0E0D0,A0B0C2E4D1_count",4
FTR45_kurt2_y,4
FTR45_mean_y,4
FTR27_skew,4
FTR38_min,4
FTR33__mean,4
"FTR33__fft_coefficient__coeff_33__attr_""abs""",4
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""rvalue""",4
FTR33__large_standard_deviation__r_0.2,4
"FTR33__fft_coefficient__coeff_34__attr_""abs""",4
FTR33__has_duplicate_min,4
FTR33__number_peaks__n_5,4
FTR40_max,4
FTR20_skew,3
FTR4_std_y,3
FTR39_skew_x,3
FTR33__symmetry_looking__r_0.1,3
FTR27_max_x,3
FTR7_mean_x,3
FTR46_mean_y,3
FTR33__number_cwt_peaks__n_5,3
FTR33__range_count__max_1__min_-1,3
FTR46_std,3
FTR45_std_x,3
FTR20_max_y,3
FTR45_skew_y,3
"FTR33__fft_coefficient__coeff_38__attr_""angle""",3
FTR27_kurt2_x,3
FTR33__has_duplicate_max,3
FTR45_sum,3
FTR45_max_y,3
"FTR33__fft_coefficient__coeff_38__attr_""real""",3
FTR15_mean_x,3
FTR27_mean_y,3
FTR2_max_x,3
FTR7_min_y,3
FTR7_skew_x,3
"FTR33__fft_coefficient__coeff_35__attr_""abs""",2
FTR37_std,2
FTR20_skew_y,2
"FTR33__fft_coefficient__coeff_41__attr_""abs""",2
"FTR33__fft_coefficient__coeff_42__attr_""abs""",2
"FTR33__fft_coefficient__coeff_30__attr_""imag""",2
"FTR33__fft_coefficient__coeff_31__attr_""real""",2
FTR7_max_x,2
"FTR33__fft_coefficient__coeff_35__attr_""imag""",2
"FTR33__fft_coefficient__coeff_34__attr_""imag""",2
FTR7_sum,2
FTR31_kurt2_x,2
"FTR33__fft_coefficient__coeff_37__attr_""imag""",2
FTR7_std,2
"FTR33__fft_coefficient__coeff_43__attr_""imag""",2
FTR27_max_y,2
FTR15_skew_x,2
FTR39_min_y,2
FTR37_std_x,2
FTR27_mean,2
FTR39_min,2
FTR37_max,2
FTR45_skew_x,2
FTR37_skew_x,2
"FTR33__fft_coefficient__coeff_39__attr_""angle""",2
FTR7_std_y,2
FTR37_kurt2_y,2
FTR38_min_x,2
FTR27_std_x,2
"FTR33__fft_coefficient__coeff_36__attr_""imag""",2
"FTR33__fft_coefficient__coeff_43__attr_""abs""",2
FTR39_kurt,2
FTR46_mean_x,2
FTR40_max_y,2
FTR34_max_y,2
FTR37_sum,2
"FTR33__fft_coefficient__coeff_37__attr_""angle""",2
FTR7_max_y,2
FTR33__symmetry_looking__r_0.15000000000000002,2
FTR46_std_x,2
FTR33__symmetry_looking__r_0.05,2
FTR47_min_x,2
"FTR33__fft_coefficient__coeff_36__attr_""real""",2
FTR4_min_x,2
FTR37_kurt,1
FTR46_min_x,1
FTR51_len_min,1
FTR7_max,1
FTR45_max_x,1
FTR45_max,1
"FTR33__fft_coefficient__coeff_37__attr_""abs""",1
FTR15_max_y,1
FTR33__large_standard_deviation__r_0.15000000000000002,1
FTR33__large_standard_deviation__r_0.35000000000000003,1
FTR46_min,1
FTR31_sum,1
"FTR33__fft_coefficient__coeff_39__attr_""real""",1
"FTR33__fft_coefficient__coeff_40__attr_""abs""",1
FTR39_sum,1
"FTR33__fft_coefficient__coeff_41__attr_""angle""",1
FTR48_max_x,1
"FTR33__fft_coefficient__coeff_36__attr_""angle""",1
FTR25_kurt2_y,1
"FTR33__fft_coefficient__coeff_42__attr_""angle""",1
FTR46_skew,1
FTR31_skew,1
FTR15_skew_y,1
"FTR33__fft_coefficient__coeff_44__attr_""imag""",1
"FTR33__fft_coefficient__coeff_45__attr_""real""",1
FTR31_skew_x,1
"A0B0C41E5D3,A0B0C0E0D0_count",1
FTR31_kurt2_y,1
"FTR33__fft_coefficient__coeff_47__attr_""abs""",1
FTR15_kurt2_x,1
FTR46_kurt,1
FTR39_max_y,1
"FTR33__fft_coefficient__coeff_39__attr_""abs""",1
"FTR33__fft_coefficient__coeff_36__attr_""abs""",1
FTR50_min_y,1
FTR4_max_y,1
FTR4_max,1
FTR4_mean_x,1
FTR4_std_x,1
FTR4_mean_y,1
FTR4_std,1
FTR31_mean_x,1
FTR29_min_y,1
FTR4_sum,1
FTR5_min,1
FTR39_mean_x,1
FTR31_mean,1
FTR39_std_x,1
FTR7_min,1
FTR20_max_x,1
FTR45_std_y,1
FTR39_mean,1
FTR39_mean_y,1
"FTR33__fft_coefficient__coeff_33__attr_""angle""",1
FTR15_mean_y,1
FTR15_mean,1
FTR39_std_y,1
FTR31_std_y,1
FTR15_std,1
FTR31_std,1
FTR7_mean_y,1
"FTR33__fft_coefficient__coeff_49__attr_""real""",0
"FTR33__fft_coefficient__coeff_52__attr_""imag""",0
"FTR33__fft_coefficient__coeff_49__attr_""imag""",0
"FTR33__fft_coefficient__coeff_50__attr_""abs""",0
"FTR33__fft_coefficient__coeff_49__attr_""angle""",0
"FTR33__fft_coefficient__coeff_49__attr_""abs""",0
"FTR33__fft_coefficient__coeff_53__attr_""real""",0
"FTR33__fft_coefficient__coeff_50__attr_""real""",0
"FTR33__fft_coefficient__coeff_50__attr_""angle""",0
"FTR33__fft_coefficient__coeff_50__attr_""imag""",0
"FTR33__fft_coefficient__coeff_52__attr_""real""",0
"FTR33__fft_coefficient__coeff_53__attr_""imag""",0
"FTR33__fft_coefficient__coeff_51__attr_""abs""",0
"FTR33__fft_coefficient__coeff_51__attr_""angle""",0
"FTR33__fft_coefficient__coeff_51__attr_""imag""",0
"FTR33__fft_coefficient__coeff_51__attr_""real""",0
"FTR33__fft_coefficient__coeff_53__attr_""angle""",0
"FTR33__fft_coefficient__coeff_52__attr_""angle""",0
"FTR33__fft_coefficient__coeff_53__attr_""abs""",0
"FTR33__fft_coefficient__coeff_52__attr_""abs""",0
"FTR33__fft_coefficient__coeff_88__attr_""imag""",0
"FTR33__fft_coefficient__coeff_54__attr_""abs""",0
"FTR33__fft_coefficient__coeff_94__attr_""abs""",0
"FTR33__fft_coefficient__coeff_91__attr_""abs""",0
"FTR33__fft_coefficient__coeff_91__attr_""angle""",0
"FTR33__fft_coefficient__coeff_91__attr_""imag""",0
"FTR33__fft_coefficient__coeff_91__attr_""real""",0
"FTR33__fft_coefficient__coeff_92__attr_""abs""",0
"FTR33__fft_coefficient__coeff_92__attr_""angle""",0
"FTR33__fft_coefficient__coeff_92__attr_""imag""",0
"FTR33__fft_coefficient__coeff_92__attr_""real""",0
"FTR33__fft_coefficient__coeff_93__attr_""abs""",0
"FTR33__fft_coefficient__coeff_93__attr_""angle""",0
"FTR33__fft_coefficient__coeff_93__attr_""imag""",0
"FTR33__fft_coefficient__coeff_93__attr_""real""",0
"FTR33__fft_coefficient__coeff_94__attr_""angle""",0
"FTR33__fft_coefficient__coeff_97__attr_""real""",0
"FTR33__fft_coefficient__coeff_94__attr_""imag""",0
"FTR33__fft_coefficient__coeff_94__attr_""real""",0
"FTR33__fft_coefficient__coeff_95__attr_""abs""",0
"FTR33__fft_coefficient__coeff_95__attr_""angle""",0
"FTR33__fft_coefficient__coeff_95__attr_""imag""",0
"FTR33__fft_coefficient__coeff_95__attr_""real""",0
